id,brand,model,type,resolution_label,megapixels,sensor,field_of_view_deg,night_vision_type,ip_rating,ik_rating,two_way_audio,release_year,community_notes_count
avycon-avc-nub41f28,AVYCON,AVC-NUB41F28,bullet,4MP,4,"1/1.8"" Progressive CMOS","H: 112, V: 61, D: 134",ir,IP67,,true,,0
avycon-avc-nub41m,AVYCON,AVC-NUB41M,bullet,4MP,4,"1/1.8"" Progressive CMOS",,ir,IP67,,true,,0
avycon-avc-nub81f28,AVYCON,AVC-NUB81F28,bullet,8MP (4K),8,"1/1.8"" Progressive CMOS","H: 110, V: 59, D: 132",ir,IP67,,true,,0
avycon-avc-nub81m,AVYCON,AVC-NUB81M,bullet,8MP (4K),8,"1/1.8"" Progressive CMOS",,ir,IP67,,true,,0
avycon-avc-nue41f28,AVYCON,AVC-NUE41F28,turret,4MP,4,"1/1.8"" Progressive CMOS","H: 112, V: 61, D: 134",ir,IP67,,true,,0
avycon-avc-nue41m,AVYCON,AVC-NUE41M,turret,4MP,4,"1/1.8"" Progressive CMOS",H: 105 (W) - 56 (T) / V: 54 (W) - 32 (T),ir,IP67,,true,,0
avycon-avc-nue81f28,AVYCON,AVC-NUE81F28,turret,8MP (4K),8,"1/1.8"" Progressive CMOS","H: 110, V: 59, D: 132",ir,IP67,,true,,0
avycon-avc-nue81m,AVYCON,AVC-NUE81M,turret,8MP (4K),8,"1/1.8"" Progressive CMOS",H: 105 (W) - 56 (T) / V: 54 (W) - 32 (T),ir,IP67,,true,,0
avycon-avc-nxb41f28,AVYCON,AVC-NXB41F28,bullet,4MP,4,"1/1.8"" Progressive CMOS","H: 112, V: 60, D: 137",ir,IP67,,true,,0
avycon-avc-nxb41m,AVYCON,AVC-NXB41M,bullet,4MP,4,"1/1.8"" Progressive CMOS",H: 113 (W) - 48 (T) / V: 59 (W) - 27 (T) / D: 139 (W) - 55 (T),ir,IP67,,true,,0
avycon-avc-nxb81f28,AVYCON,AVC-NXB81F28,bullet,8MP,8,"1/1.8"" Progressive CMOS","H: 110, V: 60, D: 113",ir,IP67,,true,,0
avycon-avc-nxb81m,AVYCON,AVC-NXB81M,bullet,8MP,8,"1/1.8"" Progressive CMOS","H: 113(W)~48(T), V: 59(W)~27(T), D: 139(W)~55(T)",ir,IP67,,true,,0
avycon-avc-nxt41f28,AVYCON,AVC-NXT41F28,turret,4MP,4,"1/1.8"" Progressive CMOS","H: 112, V: 60, D: 137",ir,IP67,,true,,0
avycon-avc-nxt41m,AVYCON,AVC-NXT41M,turret,4MP,4,"1/1.8"" Progressive CMOS",H: 113 (W) - 48 (T) / V: 59 (W) - 27 (T) / D: 139 (W) - 55 (T),ir,IP67,,true,,0
avycon-avc-nxt81f28,AVYCON,AVC-NXT81F28,turret,8MP,8,"1/1.8"" Progressive CMOS","H: 110, V: 60, D: 113",ir,IP67,,true,,0
avycon-avc-nxt81m,AVYCON,AVC-NXT81M,turret,8MP,8,"1/1.8"" Progressive CMOS","H: 113(W)~48(T), V: 59(W)~27(T), D: 139(W)~55(T)",ir,IP67,,true,,0
avycon-avc-nxv41f28,AVYCON,AVC-NXV41F28,dome,4MP,4,"1/1.8"" Progressive CMOS","H: 112, V: 60, D: 137",ir,IP67,IK10,true,,0
avycon-avc-nxv41m,AVYCON,AVC-NXV41M,dome,4MP,4,"1/1.8"" Progressive CMOS",H: 113 (W) - 48 (T) / V: 59 (W) - 27 (T) / D: 139 (W) - 55 (T),ir,IP67,IK10,true,,0
avycon-avc-nxv81f28,AVYCON,AVC-NXV81F28,dome,8MP,8,"1/1.8"" Progressive CMOS","H: 110, V: 60, D: 113",ir,IP67,IK10,true,,0
avycon-avc-nxv81m,AVYCON,AVC-NXV81M,dome,8MP,8,"1/1.8"" Progressive CMOS","H: 113(W)~48(T), V: 59(W)~27(T), D: 139(W)~55(T)",ir,IP67,IK10,true,,0
avycon-avc-sndb41m-4g,AVYCON,AVC-SNDB41M-4G,bullet,4MP,4,"1/1.8"" Progressive CMOS","110-40 horizontal, 57-22 vertical, 137-46 diagonal",ir,IP67,,true,,0
avycon-avc-tb21f28,AVYCON,AVC-TB21F28,bullet,2MP (1920x1080),2,"1/2.7"" Progressive Scan CMOS",105.41,ir,IP67,,,,0
avycon-avc-tb22m,AVYCON,AVC-TB22M,bullet,2MP (1920x1080),2,"1/2.8"" Progressive Scan CMOS",115.9 (W) - 33.8 (T),ir,IP67,,,,0
avycon-avc-tb51f28,AVYCON,AVC-TB51F28,bullet,5MP (2592x1944),5,"1/2.7"" Progressive Scan CMOS",92.8,ir,IP67,,,,0
avycon-avc-tb52m,AVYCON,AVC-TB52M,bullet,5MP (2592x1944),5,"1/2.7"" Progressive Scan CMOS",101.89 (W) - 30.56 (T),ir,IP67,,,,0
avycon-avc-tb81f28,AVYCON,AVC-TB81F28,bullet,8MP (3840x2160),8,"1/2.7"" Progressive Scan CMOS",105.41,ir,IP67,,,,0
avycon-avc-tb82m,AVYCON,AVC-TB82M,bullet,8MP (3840x2160),8,"1/2.7"" Progressive Scan CMOS",115.9 (W) - 33.8 (T),ir,IP67,,,,0
avycon-avc-tbl52m50,AVYCON,AVC-TBL52M50,bullet,5MP (2688x1944),5,"1/2.8"" 5M Progressive Scan Sony CMOS",,ir,IP67,,,,0
avycon-avc-tcb21f28,AVYCON,AVC-TCB21F28,bullet,2MP (1920x1080),2,"1/2.7"" Progressive Scan CMOS",,ir,IP67,,,,0
avycon-avc-tcb51f28,AVYCON,AVC-TCB51F28,bullet,5MP (2592x1944),5,"1/2.7"" Progressive Scan CMOS",,ir,IP67,,,,0
avycon-avc-tcb81f28,AVYCON,AVC-TCB81F28,bullet,8MP (3840x2160),8,"1/2.7"" Progressive Scan CMOS",,ir,IP67,,,,0
avycon-avc-tce21f28,AVYCON,AVC-TCE21F28,turret,2MP (1920x1080),2,"1/2.7"" Progressive Scan CMOS",,ir,IP67,,,,0
avycon-avc-tce51f28,AVYCON,AVC-TCE51F28,turret,5MP (2592x1944),5,"1/2.7"" Progressive Scan CMOS",,ir,IP67,,,,0
avycon-avc-tce81f28,AVYCON,AVC-TCE81F28,turret,8MP (3840x2160),8,"1/2.7"" Progressive Scan CMOS",,ir,IP67,,,,0
avycon-avc-td21f28,AVYCON,AVC-TD21F28,dome,2MP (1920x1080),2,"1/2.7"" Progressive Scan CMOS",105.41,ir,,,,,0
avycon-avc-td22m,AVYCON,AVC-TD22M,dome,2MP (1920x1080),2,"1/2.8"" Progressive Scan CMOS",115.9 (W) - 33.8 (T),ir,,,,,0
avycon-avc-td22v,AVYCON,AVC-TD22V,dome,2MP (1920x1080),2,"1/2.8"" Progressive Scan CMOS",115.9 (W) - 33.8 (T),ir,,,,,0
avycon-avc-td51f28,AVYCON,AVC-TD51F28,dome,5MP (2592x1944),5,"1/2.7"" Progressive Scan CMOS",,ir,,,,,0
avycon-avc-td52m,AVYCON,AVC-TD52M,dome,5MP (2592x1944),5,"1/2.7"" Progressive Scan CMOS",101.89 (W) - 30.56 (T),ir,,,,,0
avycon-avc-td81f28,AVYCON,AVC-TD81F28,dome,8MP (3840x2160),8,"1/2.7"" Progressive Scan CMOS",105.41,ir,,,,,0
avycon-avc-td82m,AVYCON,AVC-TD82M,dome,8MP (3840x2160),8,"1/2.7"" Progressive Scan CMOS",115.9 (W) - 33.8 (T),ir,,,,,0
avycon-avc-te21f28,AVYCON,AVC-TE21F28,turret,2MP (1920x1080),2,"1/2.7"" Progressive Scan CMOS",105.41,ir,IP67,,,,0
avycon-avc-te21f36,AVYCON,AVC-TE21F36,turret,2MP (1920x1080),2,"1/2.7"" Progressive Scan CMOS",87.4,ir,IP67,,,,0
avycon-avc-te21v,AVYCON,AVC-TE21V,turret,2MP (1920x1080),2,"1/2.7"" Progressive Scan CMOS",,ir,IP67,,,,0
avycon-avc-te51f28,AVYCON,AVC-TE51F28,turret,5MP (2592x1944),5,"1/2.7"" Progressive Scan CMOS",92.8,ir,IP67,,,,0
avycon-avc-te51f36,AVYCON,AVC-TE51F36,turret,5MP (2592x1944),5,"1/2.7"" Progressive Scan CMOS",87.4,ir,IP67,,,,0
avycon-avc-te51m,AVYCON,AVC-TE51M,turret,5MP (2592x1944),5,"1/2.7"" Progressive Scan CMOS",,ir,IP67,,,,0
avycon-avc-te81f28,AVYCON,AVC-TE81F28,turret,8MP (3840x2160),8,"1/2.7"" Progressive Scan CMOS",105.41,ir,IP67,,,,0
avycon-avc-te81m,AVYCON,AVC-TE81M,turret,8MP (3840x2160),8,"1/2.7"" Progressive Scan CMOS",115.9 (W) - 33.8 (T),ir,IP67,,,,0
avycon-avc-tle51f28,AVYCON,AVC-TLE51F28,turret,5MP (2592x1944),5,"1/3"" CMOS",,ir,,,,,0
avycon-avc-tmt51f28,AVYCON,AVC-TMT51F28,turret,5MP (2592x1944),5,"1/3"" CMOS",,ir,IP67,,,,0
avycon-avc-tv21f28,AVYCON,AVC-TV21F28,dome,2MP (1920x1080),2,"1/2.7"" Progressive Scan CMOS",115.9 (W) - 33.8 (T),ir,IP67,IK10,,,0
avycon-avc-tv22m,AVYCON,AVC-TV22M,dome,2MP (1920x1080),2,"1/2.8"" Progressive Scan CMOS",115.9 (W) - 33.8 (T),ir,IP67,IK10,,,0
avycon-avc-tv22v,AVYCON,AVC-TV22V,dome,2MP (1920x1080),2,"1/2.7"" Progressive Scan CMOS",115.9 (W) - 33.8 (T),ir,IP67,IK10,,,0
avycon-avc-tv51f28,AVYCON,AVC-TV51F28,dome,5MP (2592x1944),5,"1/2.7"" Progressive Scan CMOS",92.8,ir,IP67,IK10,,,0
avycon-avc-tv52m,AVYCON,AVC-TV52M,dome,5MP (2592x1944),5,"1/2.7"" Progressive Scan CMOS",101.89 (W) - 30.56 (T),ir,IP67,IK10,,,0
avycon-avc-tv81f28,AVYCON,AVC-TV81F28,dome,8MP (3840x2160),8,"1/2.7"" Progressive Scan CMOS",105.41,ir,IP67,IK10,,,0
avycon-avc-tv82m,AVYCON,AVC-TV82M,dome,8MP (3840x2160),8,"1/2.7"" Progressive Scan CMOS",115.9 (W) - 33.8 (T),ir,IP67,IK10,,,0
axis-212-ptz-v,Axis,212 PTZ-V,ptz,VGA,0.3,,,,,,true,2013,0
axis-214-ptz,Axis,214 PTZ,ptz,D1 (720x480),0.3,,,ir,,,true,2013,0
axis-f4105-lre,Axis,F4105-LRE,dome,1080p HD,2,CMOS,"110 horizontal, 60 vertical",ir,IP66/IP67/IP6K9K,IK10,false,2022,0
axis-f4105-slre,Axis,F4105-SLRE,dome,1080p HD,2,CMOS,"110 horizontal, 61 vertical",ir,IP66/IP67/IP6K9K,IK10,,2024,0
axis-f4108,Axis,F4108,dome,4K,8.3,"1/2.9"" progressive scan RGB CMOS","107 horizontal, 54 vertical",none,IP42,IK08,,2025,0
axis-fa3105-l,Axis,FA3105-L,turret,1080p HD,2,"1/3"" (effective) progressive scan RGB CMOS","103 horizontal, 55 vertical",ir,,,,2018,0
axis-fa4115,Axis,FA4115,dome,1080p,2,"1/3"" progressive scan RGB CMOS","99-53 horizontal, 53-30 vertical",none,,,,2017,0
axis-fa54,Axis,FA54 Main Unit,dome,1080p,2,,113 horizontal (2.8mm),,,,true,,0
axis-m1013,Axis,M1013,box,1MP / SVGA,1,,,,,,,2013,0
axis-m1014,Axis,M1014,box,1MP / HDTV 720p,1,,,,,,,2013,0
axis-m1033-w,Axis,M1033-W,box,SVGA,0.5,,,,,,true,2013,0
axis-m1034-w,Axis,M1034-W,box,1MP / HDTV,1,,,,,,true,2013,0
axis-m1054,Axis,M1054,box,1MP / HDTV,1,,,,,,true,2013,0
axis-m1104,Axis,M1104,box,HDTV 720p,1,,,,,,,2013,0
axis-m1114,Axis,M1114,box,HDTV 720p,1,,,,,,,2013,0
axis-m2025-le,Axis,M2025-LE,bullet,1080p,2,"1/2.9"" CMOS",115,ir,IP66,IK10,false,,0
axis-m2035-le,Axis,M2035-LE,bullet,1080p,2,"1/2.8"" Progressive Scan CMOS",101,ir,IP66,IK10,false,,0
axis-m2036-le,Axis,M2036-LE,bullet,4MP / Quad HD 1440p,4,"1/2.7"" progressive scan RGB CMOS",130 H / 71 V (16:9); 109 H / 81 V (4:3),ir,IP66/IP67,IK08,false,,0
axis-m3004-v,Axis,M3004-V,dome,HDTV 720p / 1MP,1,,,,,,,2013,0
axis-m3005-v,Axis,M3005-V,dome,HDTV 1080p / 2MP,2,,,,,,,2013,0
axis-m3006-v,Axis,M3006-V,dome,HDTV 1080p / 3MP,3,,,,,,,2013,0
axis-m3014,Axis,M3014,dome,1MP / HDTV 720p,1,,,,,,,2013,0
axis-m3048-p,Axis,M3048-P,fisheye,12MP,12,,360,none,IP42,,false,2017,0
axis-m3064-v,Axis,M3064-V,dome,HDTV 720p,1,"1/2.9"" CMOS",83,none,IP42,IK08,false,2015,0
axis-m3077-plve,Axis,M3077-PLVE,panoramic,6MP,6,"1/1.8"" Progressive Scan CMOS",360 horizontal,ir,IP66,IK10,false,2022,0
axis-m3085-v,Axis,M3085-V,dome,1080p,2,"1/2.8"" Progressive Scan CMOS",102,none,IP42,IK10,false,2022,0
axis-m3086-v,Axis,M3086-V,dome,4MP,4,"1/2.8"" Progressive Scan CMOS",105 horizontal,none,IP42,IK08,false,2023,0
axis-m3088-v,Axis,M3088-V,dome,4K UHD,8,"1/2.8"" CMOS",109,none,IP42,IK08,false,2024,0
axis-m3106-l-mk-ii,Axis,M3106-L Mk II,dome,4MP,4,"1/3"" Progressive Scan CMOS",130,ir,,IK08,false,2019,0
axis-m3106-lve-mk-ii,Axis,M3106-LVE Mk II,dome,4MP,4,"1/2.7"" Progressive Scan CMOS",130,ir,IP66,IK10,false,,0
axis-m3115-lve,Axis,M3115-LVE,dome,1080p,2,"1/2.9"" Progressive Scan CMOS",105,ir,IP66,IK10,false,,0
axis-m3116-lve,Axis,M3116-LVE,dome,4MP,4,"1/2.9"" CMOS",130,ir,IP66,IK10,false,,0
axis-m4216-lv,Axis,M4216-LV,dome,4MP,4,"1/2.7"" Progressive Scan CMOS",100-45,ir,IP42,IK08,false,2024,0
axis-m4216-v,Axis,M4216-V,dome,4MP,4,"1/2.7"" Progressive Scan CMOS",100-45,none,IP42,IK08,false,2024,0
axis-m4228-lve,Axis,M4228-LVE,dome,8MP / 4K UHD,8,"1/2.8"" progressive scan RGB CMOS",100-38 H / 52-20 V,ir,IP66,IK10,false,2025,0
axis-m4317-plve,Axis,M4317-PLVE,panoramic,6MP,6,"1/1.8"" Progressive Scan CMOS",360 horizontal,ir,IP66,IK10,false,2023,0
axis-m4318-plve,Axis,M4318-PLVE,panoramic,12MP,12,"1/2.3"" CMOS",182,ir,IP66,IK10,false,2024,0
axis-m5013,Axis,M5013,ptz,SVGA (up to 800x600),0.5,,,,IP51,,,2013,0
axis-m5014,Axis,M5014,ptz,HDTV 720p (up to 1280x720),1,,,,IP51,,,2013,0
axis-m5526-e,Axis,M5526-E,ptz,4MP,4,"1/2.8"" Progressive Scan CMOS",59.1-6.5 horizontal,none,IP66,IK10,false,,0
axis-p1204,Axis,P1204,box,HDTV 720p,1,,,,,,,2013,0
axis-p1214,Axis,P1214,box,HDTV 720p,1,,,,,,,2013,0
axis-p1214-e,Axis,P1214-E,box,HDTV 720p,1,,,,,,,2013,0
axis-p1275,Axis,P1275,covert,1080p,2,"1/2.8"" Progressive Scan CMOS",99-53,none,IP20,,false,,0
axis-p1353,Axis,P1353,box,HDTV 720p,1,,,,,,,2013,0
axis-p1354,Axis,P1354,box,HDTV 720p,1,,,,,,,2013,0
axis-p1355-e,Axis,P1355-E,box,1080p,2,,,,IP66,IK10,,2013,0
axis-p1357-e,Axis,P1357-E,box,5MP,5,,,,IP66,IK10,,2013,0
axis-p1368-e,Axis,P1368-E,box,4K UHD,8,,108h,none,IP66,IK10,false,2017,0
axis-p1448-le,Axis,P1448-LE,bullet,4K UHD,8,"1/1.7"" Progressive Scan CMOS",109-37,ir,IP66,IK10,false,,0
axis-p1465-le,Axis,P1465-LE,bullet,1080p,2,"1/2.8"" Progressive Scan CMOS",100-35 horizontal,ir,IP67,IK10,false,2023,0
axis-p1465-le-3,Axis,P1465-LE-3 License Plate Verifier,bullet,1080p,2,"1/2.8"" Progressive Scan CMOS",100-35 horizontal,ir,IP67,IK10,false,2023,0
axis-p1475-le,Axis,P1475-LE,bullet,1080p,2,"1/2.8"" CMOS",117-36 horizontal,ir,IP66/IP67,IK10,false,,0
axis-p1485-le,Axis,P1485-LE,bullet,1080p,2,"1/2.8"" CMOS",29-11 horizontal,ir,IP66/IP67,IK10,false,,0
axis-p1486-le,Axis,P1486-LE,bullet,3MP,3,"1/1.8"" CMOS global shutter",42-11 horizontal,ir,IP66/IP67,IK10,false,,0
axis-p1487-le,Axis,P1487-LE,bullet,5MP,5,"1/2.8"" CMOS",106-35 horizontal,ir,IP66/IP67,IK10,false,,0
axis-p1488-le,Axis,P1488-LE,bullet,4K UHD (8MP),8,"1/1.2"" CMOS",114-46 horizontal,ir,IP66/IP67,IK10,false,,0
axis-p3245-lv,Axis,P3245-LV,dome,1080p HD,2,,100-33h,ir,IP42,IK10,false,2021,0
axis-p3245-lve,Axis,P3245-LVE,dome,1080p,2,"1/2.8"" Progressive Scan CMOS",100-36 horizontal,ir,IP66,IK10,true,,0
axis-p3245-lve-3,Axis,P3245-LVE-3,dome,1080p,2,"1/2.8"" Progressive Scan CMOS",100-36 horizontal,ir,IP66,IK10,false,,0
axis-p3245-v,Axis,P3245-V,dome,1080p,2,"1/2.8"" Progressive Scan CMOS",100-36,none,IP42,IK10,true,,0
axis-p3245-v-mena,Axis,P3245-V (MENA),dome,1080p HD,2,"1/2.8"" Progressive Scan CMOS",100-36,none,IP42,IK10,false,2021,0
axis-p3245-ve,Axis,P3245-VE,dome,1080p HD,2,,100-36,none,IP66,IK10,false,2021,0
axis-p3265-lv,Axis,P3265-LV,dome,1080p,2,"1/2.8"" Progressive Scan CMOS",100-36 horizontal,ir,IP42,IK10,true,2024,0
axis-p3265-lve,Axis,P3265-LVE,dome,1080p,2,"1/2.8"" progressive scan RGB CMOS",100-36 horizontal / 53-20 vertical,ir,IP66,IK10,true,,0
axis-p3265-lve-3,Axis,P3265-LVE-3,dome,1080p,2,"1/2.8"" Progressive Scan CMOS",100-36 horizontal,ir,IP66,IK10,false,2025,0
axis-p3265-v,Axis,P3265-V,dome,1080p,2,"1/2.8"" Progressive Scan CMOS",100-36,none,IP42,IK10,true,2024,0
axis-p3267-lv,Axis,P3267-LV,dome,5MP,5,"1/1.8"" Progressive Scan CMOS",100-36 horizontal,ir,IP52,IK10,false,2023,0
axis-p3267-lve,Axis,P3267-LVE,dome,5MP,5,"1/1.8"" Progressive Scan CMOS",100-36 horizontal,ir,IP52,IK10,false,2023,0
axis-p3268-lve,Axis,P3268-LVE,dome,4K UHD,8,,95-28h,ir,IP66,IK10,false,2023,0
axis-p3304,Axis,P3304,dome,HDTV 720p,1,,,,,,true,2013,0
axis-p3304-v,Axis,P3304-V,dome,HDTV 720p,1,,,,,,true,2013,0
axis-p3344,Axis,P3344-V,dome,HDTV 720p,1,,100-33h,none,IP66,IK10,false,2011,0
axis-p3346,Axis,P3346,dome,HDTV 1080p,2,,,,,,true,2013,0
axis-p3346-v,Axis,P3346-V,dome,HDTV 1080p,2,,,,,,true,2013,0
axis-p3346-ve,Axis,P3346-VE,dome,HDTV 1080p,2,,,,,,true,2013,0
axis-p3353,Axis,P3353,dome,SVGA,0.5,,,,,,,2013,0
axis-p3354,Axis,P3354,dome,HDTV 720p,1,,,,,,,2013,0
axis-p3363-v,Axis,P3363-V,dome,SVGA,0.5,,,,,,,2013,0
axis-p3363-ve,Axis,P3363-VE,dome,SVGA,0.5,,,,,,,2013,0
axis-p3727-ple,Axis,P3727-PLE,panoramic,8MP (4x2MP),8,"4x 1/2.8"" Progressive Scan CMOS",360 (wall/ceiling mount),ir,IP66,IK10,false,,0
axis-p3737-ple,Axis,P3737-PLE,panoramic,4x5MP multisensor,20,"4x 1/2.8"" Progressive Scan CMOS",360 (wall/ceiling),ir,IP66,IK10,false,,0
axis-p3818-pve,Axis,P3818-PVE,panoramic,"13MP (3-sensor, 180°)",13,"3x 1/2.8"" CMOS",180,none,IP66,IK10,false,,0
axis-p5512,Axis,P5512,ptz,4CIF,0.3,,,ir,IP51,,,2013,0
axis-p5512-e,Axis,P5512-E,ptz,4CIF,0.3,,,ir,IP66,,,2013,0
axis-p5522,Axis,P5522,ptz,D1,0.3,,,ir,,,,2013,0
axis-p5522-e,Axis,P5522-E,ptz,D1,0.3,,,ir,,,,2013,0
axis-p5532,Axis,P5532,ptz,D1 (720x480/576),0.3,,,ir,IP51,,,2013,0
axis-p5532-e,Axis,P5532-E,ptz,D1 (720x480/576),0.3,,,ir,IP66,,,2013,0
axis-p5534,Axis,P5534,ptz,HDTV 720p,1,,,,IP51,,,2013,0
axis-p5534-e,Axis,P5534-E,ptz,HDTV 720p,1,,,,,,,2013,0
axis-p5544,Axis,P5544,ptz,HDTV 720p,1,,,,,,,2013,0
axis-p5654-e-mk-ii,Axis,P5654-E Mk II,ptz,2MP / HDTV 1080p,2,"1/2.8"" progressive scan RGB CMOS",77.0-3.6 H,none,IP66,IK10,false,,0
axis-p5655-e,Axis,P5655-E,ptz,1080p HD,2,,58.3-2.4 horizontal,ir,IP66,IK10,false,2019,0
axis-p5676-le,Axis,P5676-LE,ptz,4MP,4,"1/2.8"" Progressive Scan CMOS",57.1-2.1 horizontal,ir,IP66,IK10,false,,0
axis-q1602,Axis,Q1602,box,SVGA,0.5,,,,,,,2013,0
axis-q1602-e,Axis,Q1602-E,box,SVGA,0.5,,,,,,,2013,0
axis-q1604,Axis,Q1604,box,HDTV 720p,1,,,,,,,2013,0
axis-q1604-e,Axis,Q1604-E,box,HDTV 720p,1,,,,,,,2013,0
axis-q1656,Axis,Q1656,box,4MP,4,"1/1.7"" Progressive Scan CMOS",120-47,none,IP42,,false,,0
axis-q1656-be,Axis,Q1656-BE,box,4K UHD,8,"1/1.7"" Progressive Scan CMOS",,none,IP66,IK10,false,,0
axis-q1755,Axis,Q1755,box,HDTV 720p,1,,,ir,,,,2013,0
axis-q1785-le,Axis,Q1785-LE,bullet,1080p,2,"1/2.9"" Progressive Scan CMOS",100-36 horizontal,ir,IP66,IK10,false,,0
axis-q1800-le,Axis,Q1800-LE,bullet,1080p,2,"1/2.8"" CMOS",38-2.3 horizontal,none,IP66,IK08,false,,0
axis-q1805-le,Axis,Q1805-LE,bullet,1080p,2,"1/2.8"" CMOS",60-2.3 horizontal,ir,IP66/IP67,IK08,false,,0
axis-q1806-le,Axis,Q1806-LE,bullet,4MP,4,"1/1.8"" CMOS",60-2.3 horizontal,ir,IP66/IP67,IK08,false,,0
axis-q1808-le,Axis,Q1808-LE,bullet,10MP,10,"4/3"" CMOS",90-21 (wide) / 21-7 (tele) horizontal,ir,IP66/IP67,IK08,false,,0
axis-q1809-le,Axis,Q1809-LE,bullet,41MP,41,"4/3"" CMOS",90-44 (wide) / 21-7 (tele) horizontal,ir,IP66/IP67,IK08,false,,0
axis-q1910,Axis,Q1910,box,160x128 thermal,0.02,,,,,,false,2013,0
axis-q1910-e,Axis,Q1910-E,box,160x128 thermal,0.02,,,,,,,2013,0
axis-q1921,Axis,Q1921,box,384x288 thermal,0.1,,,,,,true,2013,0
axis-q1921-e,Axis,Q1921-E,box,384x288 thermal,0.1,,,,IP66,,true,2013,0
axis-q1942-e,Axis,Q1942-E,bullet,640x480 thermal,0.3,Thermal VOx LWIR uncooled microbolometer,,none,IP66,IK10,false,,0
axis-q1952-e,Axis,Q1952-E,bullet,640x480 thermal,0.3,Uncooled microbolometer,61 horizontal,none,IP66,IK10,false,2022,0
axis-q2101-e,Axis,Q2101-E Thermal,bullet,384×288 thermal,0.08,Uncooled microbolometer LWIR,45 horizontal (10mm),none,IP66,IK10,false,2021,0
axis-q3527-lve,Axis,Q3527-LVE,dome,5MP,5,"1/2.7"" Progressive Scan CMOS",100-35 horizontal,ir,IP66,IK10,true,,0
axis-q3536-lve,Axis,Q3536-LVE,dome,4K UHD,8,"1/1.8"" Progressive Scan CMOS",100-35 horizontal,ir,IP66,IK10,false,,0
axis-q3538-lve,Axis,Q3538-LVE,dome,4K UHD,8,"1/1.2"" Progressive Scan RGB CMOS",103-49 horizontal,ir,IP66,IK11,false,,0
axis-q3538-slve,Axis,Q3538-SLVE,dome,4K UHD,8,"1/1.2"" Progressive Scan RGB CMOS",103-49 horizontal,ir,IP69K,IK11,false,,0
axis-q3626-ve,Axis,Q3626-VE,dome,4MP / 2688x1512,4,"1/1.8"" progressive scan RGB CMOS",103-52 H / 56-30 V,none,IP66/IP6K9K,IK10,false,2023,0
axis-q3628-ve,Axis,Q3628-VE,dome,8MP / 4K UHD 2160p,8,"1/1.2"" CMOS",103-48 H,none,IP66,IK10,false,2023,0
axis-q3819-pve,Axis,Q3819-PVE,panoramic,"14MP (4x5MP, 180°)",14,"4x 1/2.5"" CMOS",180,none,IP66,IK10,false,2024,0
axis-q6032,Axis,Q6032,ptz,Extended D1 (752x480),0.3,,,ir,IP52,,,2013,0
axis-q6032-e,Axis,Q6032-E,ptz,Extended D1 (752x480),0.3,,,ir,IP52,,,2013,0
axis-q6034,Axis,Q6034,ptz,HDTV 720p,1,,,ir,IP52,,,2013,0
axis-q6034-e,Axis,Q6034-E,ptz,HDTV 720p,1,,,ir,IP66,,,2013,0
axis-q6035,Axis,Q6035,ptz,HDTV 1080p,2,,,ir,IP52,,,2013,0
axis-q6035-e,Axis,Q6035-E,ptz,HDTV 1080p,2,,,ir,,,,2013,0
axis-q6100-e,Axis,Q6100-E,panoramic,"20MP (4x5MP, 360°)",20,"4x 1/2.8"" CMOS",360,ir,IP66,IK10,false,,0
axis-q6114-e,Axis,Q6114-E,ptz,1080p HD,2,,56-2h,none,IP66,IK08,false,2013,0
axis-q6135-le,Axis,Q6135-LE,ptz,1080p,2,"1/2.8"" Progressive Scan CMOS",58.3-2.4 horizontal,ir,IP66,IK08,false,,0
axis-q6135-le-mena,Axis,Q6135-LE (MENA),ptz,1080p HD,2,"1/2.8"" Progressive Scan CMOS",58.3-2.4 horizontal,ir,IP66,IK08,false,2021,0
axis-q6315-le,Axis,Q6315-LE,ptz,1080p,2,"1/2"" CMOS",60.6-2 horizontal,ir,IP66,IK10,false,,0
axis-q6318-le,Axis,Q6318-LE,ptz,4K UHD,8,"1/1.8"" Progressive Scan CMOS",58.3-2.4 horizontal,ir,IP66,IK10,true,2024,0
axis-q6411-le,Axis,Q6411-LE,ptz,2MP / HDTV 1080p,2,"1/2"" progressive scan CMOS",59.6-1.0 H,ir,IP66,IK10,false,2025,0
axis-q9307-lv,Axis,Q9307-LV,dome,5MP,5,,104-40 horizontal,ir,IP42,IK08,false,2022,0
bcs-bcs-p-102wlgsa,BCS,BCS-P-102WLGSA,box,1080p,2,"1/1.9"" SONY StarVis CMOS",,,,,,,0
bcs-bcs-p-102wsa,BCS,BCS-P-102WSA,box,1080p,2,"1/2.8"" CMOS",,,,,,,0
bcs-bcs-p-109gsa,BCS,BCS-P-109GSA,box,12MP,12,"1/1.7"" CMOS",,,,,,,0
bcs-bcs-p-2121r3m-ii,BCS,BCS-P-2121R3M-II,dome,2MP,2,"1/2.7"" 2MP CMOS",,ir,IP66,,,,0
bcs-bcs-p-212r3s-e,BCS,BCS-P-212R3S-E,dome,2MP,2,"1/2.7"" 2MP CMOS",,ir,IP66,,,,0
bcs-bcs-p-212rs-e,BCS,BCS-P-212RS-E,dome,2MP,2,"1/2.7"" 2MP CMOS",,ir,IP66,,,,0
bcs-bcs-p-212rwsa-ii,BCS,BCS-P-212RWSA-II,dome,2MP,2,"1/2.7"" 2MP CMOS",,ir,IP66,IK10,,,0
